card_name,set_name,type,is_kingdom_card,cost,card_text,potion,card_text_es
Pixie,Nocturne,Action-Fate,1,$2,+1 Card\n+1 Action\nDiscard the top Boon. You may trash this to receive that Boon twice.\n(When this is in the supply each player replaces one starting copper with Heirloom: Goat),0,+1 Carta\n+1 Acción\nDescartuna luna parte superio Boen. Puedes eliminar this a receive that Boen twice.\n(When this is in el  suministro each player replaces ene starting copper cen Heirloom: Goat)
Goat,Nocturne,Treasure-Heirloom,1,$2,"Worth $1\nWhen you play this, you may trash a card from your hand.",0,"Woth $1\nCuyo juegas esa, puedes eliminar una cartuna de tu mano."
Tracker,Nocturne,Action-Fate,1,$2,"+$1.\nReceive a Boon.\nWhile this is in play, when you gain a card, you may put that card onto your deck.\n(When this is in the supply each player replaces one starting copper with Heirloom: Pouch)",0,"+1.\nReceive una Boen.\nWhile this is in play, when tú ganuna una carta, puedes put that cartuna en tu mazo.\n(When this is in el  suministro each player replaces ene starting copper cen Heirloom: Pouch)"
Pouch,Nocturne,Treasure-Heirloom,1,$2,$1\n+1 Buy,0,$1\n+1 Compra
Changeling,Nocturne,Night,1,$3,"$3\nNight\nTrash this. Gain a copy of a card you have in play.\dIn games using this, when you gain a card costing $3 or more, you may exchange it for a Changeling.",0,"$3\nNight\nEliminar this. Ganuna una copy de una cartuna tú have in play.\dIn games using this, when tú ganuna una cartuna costing $3 o moe, puedes exchange it po una Changeling."
Fool,Nocturne,Action-Fate,1,$3,"If you arent the player with Lost in the Woods, take it, take 3 Boons, and receive the Boons in any order.\n(When this is in the supply each player replaces one starting copper with Heirloom: Lucky Coin)",0,"If tú arent el  player cen Lost in el  Woods, take it, take 3 Boens, y receive el  Boens in any oder.\n(When this is in el  suministro each player replaces ene starting copper cen Heirloom: Lucky Coin)"
Lucky Coin,Nocturne,Treasure-Heirloom,1,$3,"Worth $1\nWhen you play this, gain a Silver.",0,"Woth $1\nCuyo juegas esa, ganuna una Plata."
Ghost Town,Nocturne,Night-Duration,1,$3,"At the start of your next turn, +1 Card and +1 Action.\dThis is gained to your hand (instead of your discard pile).",0,"At el  start de tu próximo turno, +1 Cartuna y +1 Acción.\dThis is ganaduna a tu mano (instead de tu descartuna pile)."
Leprechaun,Nocturne,Action-Doom,1,$3,"Gain a Gold. If you have exactly 7 cards, gain a Wish from its pile. Otherwise, receive a Hex.",0,"Ganuna una Oro. If tú have exactly 7 cartas, ganuna una Wish de its pile. Oel rwise, receive una Hex."
Night Watchman,Nocturne,Night,1,$3,"Look at the top 5 cards of your deck, discard any number, and put the rest back in any order.\dThis is gained to your hand (instead of your discard pile).",0,"Look at el  5 cartas superioes de tu mazo, descartuna any number, y put el  rest back in any oder.\dThis is ganaduna a tu mano (instead de tu descartuna pile)."
Secret Cave,Nocturne,Action-Duration,1,$3,"+1 Card\n+1 Action\nYou may discard 3 cards. If you did, then at the start of your next turn: +$3.\n(When this is in the supply each player replaces one starting copper with Heirloom: Magic Lamp)",0,"+1 Carta\n+1 Acción\nPuedes descartuna 3 cartas. If tú did, luego at el  start de tu próximo turno: +3.\n(When this is in el  suministro each player replaces ene starting copper cen Heirloom: Magic Lamp)"
Magic Lamp,Nocturne,Treasure-Heirloom,1,$0,"$1\dWhen you play this, if there are at least 6 cards that you have exactly 1 copy of in play, trash this. If you do, gain 3 Wishes from their pile.",0,"$1\dCuyo juegas esa, if el re are at least 6 cartas that tú have exactly 1 copy de in play, eliminar this. Si lo haces, ganuna 3 Wishes de el ir pile."
Bard,Nocturne,Action-Fate,1,$4,+$2\nReceive a Boon.,0,+2\nReceive una Boen.
Blessed Village,Nocturne,Action-Fate,1,$4,"+1 Card\n+1 Action\nWhen you gain this, take a Boon. Receive it now or at the start of your next turn.",0,"+1 Carta\n+1 Acción\nCuyo ganas esa, take una Boen. Receive it now o at el  start de tu próximo turno."
Cemetery,Nocturne,Victory,1,$4,"Worth 2VP\dWhen you gain this, trash up to 4 cards from your hand.\n(When this is in the supply each player replaces one starting copper with Heirloom: Haunted Mirror)",0,"Woth 2VP\dCuyo ganas esa, eliminar up a 4 cartas de tu mano.\n(When this is in el  suministro each player replaces ene starting copper cen Heirloom: Haunted Mirro)"
Haunted Mirror,Nocturne,Treasure-Heirloom,1,$0,"Worth $1\dWhen you trash this, you may discard an Action card, to gain a Ghost from its pile.",0,"Woth $1\dWhen tú eliminar this, puedes descartuna an cartuna de Acción, a ganuna una Ghost de its pile."
Conclave,Nocturne,Action,1,$4,"+$2.\nYou may play an Action card from your hand that you dont have a copy of in play. If you do, +1 Action.",0,"+2.\nPuedes play an cartuna de Acción de tu mano that tú dent have una copy de in play. Si lo haces, +1 Acción."
Devils Workshop,Nocturne,Night,1,$4,"If the number of cards you gained this turn is:\n2+, gain an Imp from its pile;\n1, gain a card costing up to $4;\n0 gain a Gold.",0,"If el  number de cartas tú ganaduna este turno is:\n2+, ganuna an Imp de its pile;\n1, ganuna una cartuna costing up a $4;\n0 ganuna una Oro."
Exorcist,Nocturne,Night,1,$4,Trash a card from your hand. Gain a cheaper Spirit from one of the Spirit Piles.,0,Eliminar una cartuna de tu mano. Ganuna una cheaper Spirit de ene de el  Spirit Piles.
Necromancer,Nocturne,Action,1,$4,Play a face-up non-Duration Action card from the trash leaving it there and turning it face down for the turn.\dSetup: Put the 3 Zombies into the trash.,0,Play una face-up nen-Duratien cartuna de Acción de el  eliminar leaving it el re y turning it face down po el  turn.\dPreparación: Put el  3 Zombies en el  eliminar.
Zombie Apprentice,Nocturne,Action-Zombie,1,$3,You may trash an Action card from your hand for +3 Cards and +1 Action.,0,Puedes eliminar an cartuna de Acción de tu mano po +3 Cartas y +1 Acción.
Zombie Mason,Nocturne,Action-Zombie,1,$3,Trash the top card of your deck. You may gain a card costing up to $1 more than it.,0,Eliminar el  cartuna superio de tu mazo. Puedes ganuna una cartuna costing up a $1 moe than it.
Zombie Spy,Nocturne,Action-Zombie,1,$3,+1 Card\n+1 Action\nLook at the top card of your deck. Discard it or put it back.,0,+1 Carta\n+1 Acción\nLook at el  cartuna superio de tu mazo. Descartuna it o put it back.
Shepherd,Nocturne,Action,1,$4,"+1 Action\nDiscard any number of Victory cards, revealing them. +2 Cards per card discarded.\n(When this is in the supply each player replaces one starting copper with Heirloom: Pasture)",0,"+1 Acción\nDescartuna any number de cartuna de Vicaias, revelaing el m. +2 Cartas per cartuna descartada.\n(When this is in el  suministro each player replaces ene starting copper cen Heirloom: Pasture)"
Pasture,Nocturne,Treasure-Victory-Heirloom,1,$2,Worth $1\dWorth 1VP per Estate you have.,0,Woth $1\dWoth 1VP per Fincuna tú have.
Skulk,Nocturne,Action-Attack-Doom,1,$4,"+1 Buy\nEach other player receives the next Hex.\dWhen you gain this, gain a Gold.",0,"+1 Compra\nEach oel r player receives el  next Hex.\dCuyo ganas esa, ganuna una Oro."
Cobbler,Nocturne,Night-Duration,1,$5,"At the start of your next turn, gain a card to hand costing up to $4.",0,"At el  start de tu próximo turno, ganuna una cartuna a mano costing up a $4."
Crypt,Nocturne,Night-Duration,1,$5,"Set aside any number of Treasures you have in play (under this). While any remain, at the start of each of your turns, put one of them into your hand.",0,"“Cualquier número” incluye el cero. Primero, robas las 2 Cartas. Luego, puedes descartar cualquier número de Cartas de tu mano, incluso las Cartas que acabas de robar, para ganar + 1 MONEDA por cada Carta descartada. Cada uno de los demás jugadores debe decidir si descarta 2 Cartas o no. Si descarta las 2 Cartas , roba una Carta."
Cursed Village,Nocturne,Action-Doom,1,$5,"+2 Actions\nDraw until you have 6 cards in hand.\dWhen you gain this, receive a Hex.",0,"+2 Accienes\nRobuna until tú have 6 cartas in mano.\dCuyo ganas esa, receive una Hex."
Den of Sin,Nocturne,Night-Duration,1,$5,At the start of your next turn: +2 Cards.\dThis is gained to your hand (instead of your discard pile).,0,At el  start de tu próximo turno: +2 Cartas.\dThis is ganaduna a tu mano (instead de tu descartuna pile).
Idol,Nocturne,Treasure-Attack-Fate,1,$5,"When you play this, if you then have an odd number of Idols in play, receive a Boon; if an even number, each other player gains a Curse.",0,"Cuyo juegas esa, if tú luego have an odd number de Idols in play, receive una Boen; if an even number, caduna otro jugado ganuna una Maldición."
Pooka,Nocturne,Action,1,$5,You may trash a Treasure other than Cursed Gold from your hand for +4 Cards.\n(When this is in the supply each player replaces one starting copper with Heirloom: Cursed Gold),0,Puedes eliminar una Tesoo oel r than Maldiciónd Oro de tu mano po +4 Cartas.\n(When this is in el  suministro each player replaces ene starting copper cen Heirloom: Maldiciónd Oro)
Cursed Gold,Nocturne,Treasure-Heirloom,1,$4,"Worth $3\nWhen you play this, gain a Curse.",0,"Woth $3\nCuyo juegas esa, ganuna una Maldición."
Sacred Grove,Nocturne,Action-Fate,1,$5,"+1 Buy\n+$3\nReceive a Boon. If it doesnt give +$1, each other player may receive it.",0,"+1 Compra\n+3\nReceive una Boen. If it doesnt give +1, caduna otro jugado may receive it."
Tormentor,Nocturne,Action-Attack-Doom,1,$5,"+$2\nIf you have no other cards in play, gain an Imp from its pile. Otherwise, each other player receives the next Hex.",0,"+2\nIf tú have no oel r cartas in play, ganuna an Imp de its pile. Oel rwise, caduna otro jugado receives el  next Hex."
Tragic Hero,Nocturne,Action,1,$5,"+3 Cards\n+1 Buy\nIf you have 8 or more cards in hand (after drawing), trash this and gain a Treasure.",0,"+3 Cartas\n+1 Compra\nIf tú have 8 o moe cartas in mano (after robaing), eliminar this y ganuna una Tesoo."
Vampire,Nocturne,Night-Attack-Doom,1,$5,Each other player receives the next Hex. Gain a card costing up to $5 other than a Vampire. Exchange this for a Bat.,0,Each oel r player receives el  next Hex. Ganuna una cartuna costing up a $5 oel r than una Vampire. Exchange this po una Bat.
Bat,Nocturne,Night,0,$2*,"Trash up to 2 cards from your hand. If you trashed at least one, exchange this for a Vampire.\n(This is not in the Supply.)",0,"Eliminar up a 2 cartas de tu mano. If tú eliminaduna at least ene, exchange this po una Vampire.\n(Esa no está en el Suministro.)"
Werewolf,Nocturne,Action-Attack-Night-Doom,1,$5,"If its your Night phase, each other player receives the next Hex. Otherwise, +3 Cards.",0,"If its tu Night phase, caduna otro jugado receives el  next Hex. Oel rwise, +3 Cartas."
Raider,Nocturne,Night-Attack-Duration,1,$6,"Each other player with 5 or more cards in hand discards a copy of a card you have in play (or reveals they cant).\nAt the start of your next turn, +$3",0,"Each oel r player cen 5 o moe cartas in mano descartas una copy de una cartuna tú have in play (o revelas el y cant).\nAt el  start de tu próximo turno, +3"
Wish,Nocturne,Action,0,$0*,"+1 Action\nReturn this to its pile. If you did, gain a card to your hand costing up to $6.\n(This is not in the Supply.)",0,"+1 Acción\nReturn this a its pile. If tú did, ganuna una cartuna a tu mano costing up a $6.\n(Esa no está en el Suministro.)"
Will-O-Wisp,Nocturne,Action-Spirit,0,$0*,"+1 Card\n+1 Action\nReveal the top card of your deck. If it costs $2 or less, put it into your hand.\n(This is not in the Supply.)",0,"+1 Carta\n+1 Acción\nReveluna el  cartuna superio de tu mazo. If it costs $2 o less, put it en tu mano.\n(Esa no está en el Suministro.)"
Imp,Nocturne,Action-Spirit,1,$2*,+2 Cards\nYou may play an Action card from your hand that you dont have a copy of in play.\n(This is not in the supply).,0,+2 Cartas\nPuedes play an cartuna de Acción de tu mano that tú dent have una copy de in play.\n(This is not in el  suministro).
Ghost,Nocturne,Night-Duration-Spirit,0,$4*,"Reveal cards from your deck until you reveal an Action. Discard the other cards and set aside the Action. At the start of your next turn, play it twice.\n(This is not in the Supply.)",0,"Reveluna cartas de tu mazo until tú reveluna an Acción. Descartuna el  oel r cartas y apartuna el  Acción. At el  start de tu próximo turno, play it twice.\n(Esa no está en el Suministro.)"
The Earth's Gift,Nocturne,Boon,0,0,You may discard a Treasure card to gain a card costing up to $4.,0,Puedes descartuna una cartuna de Tesoo a ganuna una cartuna costing up a $4.
The Field's Gift,Nocturne,Boon,0,0,+1 Action\n+$1\n(Keep this until Clean-up.),0,+1 Acción\n+1\n(Keep this until Clean-up.)
The Flame's Gift,Nocturne,Boon,0,0,You may trash a card from your hand.,0,Puedes eliminar una cartuna de tu mano.
The Forest's Gift,Nocturne,Boon,0,0,+1 Buy\n+1 $1\n(Keep this until Clean-up.),0,+1 Compra\n+1 $1\n(Keep this until Clean-up.)
The Moon's Gift,Nocturne,Boon,0,0,"Look through your discard pile, you may put a card from it onto your deck.",0,"Look through tu descartuna pile, puedes put una cartuna de it en tu mazo."
The Mountain's Gift,Nocturne,Boon,0,0,Gain a Silver.,0,Ganuna una Plata.
The River's Gift.,Nocturne,Boon,0,0,+1 Card at the end of this turn.\n(Keep this until Clean-up.),0,+1 Cartuna at el  end de este turno.\n(Keep this until Clean-up.)
The Sea's Gift,Nocturne,Boon,0,0,+1 Card.,0,+1 Carta.
The Sky's Gift,Nocturne,Boon,0,0,You may discard 3 cards to gain a Gold.,0,Puedes descartuna 3 cartas a ganuna una Oro.
The Sun's Gift,Nocturne,Boon,0,0,Look at the top 4 cards of your deck. Discard any number of them and put the rest back in any order.,0,Look at el  4 cartas superioes de tu mazo. Descartuna any number de el m y put el  rest back in any oder.
The Swamp's Gift,Nocturne,Boon,0,0,Gain a Will-O-Wisp from its pile.,0,Ganuna una Will-O-Wisp de its pile.
The Wind's Gift,Nocturne,Boon,0,0,+2 Cards. Discard 2 cards.,0,+2 Cartas. Descartuna 2 cartas.
Bad Omens,Nocturne,Hex,0,0,Put your deck into your discard pile. Look through it and put 2 Coppers from it onto your deck (or reveal you cant.),0,Put tu mazo en tu descartuna pile. Look through it y put 2 Cobres de it en tu mazo (o reveluna tú cant.)
Delusion,Nocturne,Hex,0,0,"If you dont have Deluded or Envious, take Deluded.",0,"Si lo hacesnt have Deluded o Envious, take Deluded."
Deluded,Nocturne,State,0,0,"At the start of your Buy phase, return this, and you cant buy Actions this turn.",0,"At el  start de tu Buy phase, return this, y tú cant buy Accións este turno."
Envy,Nocturne,Hex,0,0,"If you dont have Envious or Deluded, take Envious.",0,"Si lo hacesnt have Envious o Deluded, take Envious."
Envious,Nocturne,State,0,0,"At the start of your Buy phase, return this, and Silver and Gold make $1 this turn.",0,"At el  start de tu Buy phase, return this, y Platuna y Oro make $1 este turno."
Famine,Nocturne,Hex,0,0,Reveal the top 3 cards of your deck. Discard the Actions. Shuffle the rest into your deck.,0,Reveluna el  3 cartas superioes de tu mazo. Descartuna el  Accións. Shuffle el  rest en tu mazo.
Fear,Nocturne,Hex,0,0,"If you have at least 5 cards in hand, discard an Action or Treasure (or reveal you cant.)",0,"If tú have at least 5 cartas in mano, descartuna an Acción o Tesoo (o reveluna tú cant.)"
Greed,Nocturne,Hex,0,0,Gain a Copper onto your deck.,0,Ganuna una Cobre en tu mazo.
Haunting,Nocturne,Hex,0,0,"If you have at least 4 cards in hand, put one of them onto your deck.",0,"If tú have at least 4 cartas in mano, put ene de el m en tu mazo."
Locusts,Nocturne,Hex,0,0,"Trash the top card of your deck. If its Copper or Estate, gain a Curse. Otherwise, gain a cheaper card that shares a type with it.",0,"Eliminar el  cartuna superio de tu mazo. If its Cobre o Finca, ganuna una Maldición. Oel rwise, ganuna una cheaper cartuna that shares una type cen it."
Misery,Nocturne,Hex,0,0,"If this is your first Misery this game, take Miserable. Otherwise, flip it over to Twice Miserable.",0,"If this is tu first Misery this game, take Miserable. Oel rwise, flip it over a Twice Miserable."
Miserable,Nocturne,State,0,0,Worth -2VP,0,Woth -2VP
Twice Miserable,Nocturne,State,0,0,Worth -4VP,0,Woth -4VP
Plague,Nocturne,Hex,0,0,Gain a Curse to your hand.,0,Ganuna una Maldición a tu mano.
Poverty,Nocturne,Hex,0,0,Discard down to 3 cards in hand.,0,Descartuna down a 3 cartas in mano.
War,Nocturne,Hex,0,0,Reveal cards from your deck until revealing one costing $3 or $4. Trash it and discard the rest.,0,Reveluna cartas de tu mazo until revelaing ene costing $3 o $4. Eliminar it y descartuna el  rest.
Lost in the Woods,Nocturne,State,0,0,"At the start of your turn, you may discard a card to receive a Boon.",0,"Al comienzo de tu turno, puedes descartuna una cartuna a receive una Boen."
Border Guard,Renaissance,Action,1,$2,"Reveal the top 2 cards of your deck. Put one into your hand and discard the other. If both were Actions, take the Lantern or Horn.",0,"Reveluna el  2 cartas superioes de tu mazo. Put ene en tu mano y descartuna el  oel r. If both were Accións, take el  Lantern o Hen."
Ducat,Renaissance,Treasure,1,$2,"+1 Coffers\n+1 Buy\dWhen you gain this, you may trash a Copper from your hand.",0,"+1 Cdefers\n+1 Compra\dCuyo ganas esa, puedes eliminar una Cobre de tu mano."
Lackeys,Renaissance,Action,1,$2,"+2 Cards\dWhen you gain this, +2 Villagers.",0,"+2 Cartas\dCuyo ganas esa, +2 Villagers."
Acting Troupe,Renaissance,Action,1,$3,+4 Villagers\nTrash this.,0,+4 Villagers\nEliminar this.
Cargo Ship,Renaissance,Action-Duration,1,$3,"+$2\nOnce this turn, when you gain a card, you may set it aside face up (on this). At the start of your next turn, put it into your hand.",0,"+2\nOnce este turno, when tú ganuna una carta, puedes apártaluna face up (en this). At el  start de tu próximo turno, put it en tu mano."
Experiment,Renaissance,Action,1,$3,"+2 Cards\n+1 Action\nReturn this to the supply.\dWhen you gain this, gain another Experiment (that doesnt come with another).",0,"+2 Cartas\n+1 Acción\nReturn this a el  suministro.\dCuyo ganas esa, ganuna anoel r Experiment (that doesnt come cen anoel r)."
Improve,Renaissance,Action,1,$3,"+$2\dAt the start of Clean-up, you may trash an Action card you would discard from play this turn, to gain a card costing exactly $1 more than it.",0,"+2\dAt el  start de Clean-up, puedes eliminar an cartuna de Acción tú would descartuna de play este turno, a ganuna una cartuna costing exactly $1 moe than it."
Flag Bearer,Renaissance,Action,1,$4,"+$2\dWhen you gain or trash this, take the Flag.",0,"+2\dWhen tú ganuna o eliminar this, take el  Flag."
Hideout,Renaissance,Action,1,$4,"+1 Card\n+2 Actions\nTrash a card from your hand. If its a Victory card, gain a Curse.",0,"+1 Carta\n+2 Accienes\nEliminar una cartuna de tu mano. If its una cartuna de Vicaia, ganuna una Maldición."
Inventor,Renaissance,Action,1,$4,"Gain a card costing up to $4, then cards cost $1 less this turn (but not less than $0).",0,"Ganuna una cartuna costing up a $4, luego cartas cost $1 less este turno (but not less than $0)."
Mountain Village,Renaissance,Action,1,$4,"+2 Actions\nLook through your discard pile and put a card from it into your hand; if you cant, +1 Card.",0,"+2 Accienes\nLook through tu descartuna pile y put una cartuna de it en tu mano; if tú cant, +1 Carta."
Patron,Renaissance,Action-Reaction,1,$4,"+1 Villager\n+$2\dWhen something causes you to reveal this (using the word reveal), +1 Coffers.",0,"+1 Villager\n+2\dWhen something causes tú a reveluna this (using el  wod revela), +1 Cdefers."
Priest,Renaissance,Action,1,$4,"+$2\nTrash a card from your hand. For the rest of this turn, when you trash a card, +$2.",0,"+2\nEliminar una cartuna de tu mano. Fo el  rest de este turno, when tú eliminar una carta, +2."
Research,Renaissance,Action-Duration,1,$4,"+1 Action\nTrash a card from your hand. Per $1 it costs, set aside a card from your deck face down (on this). At the start of your next turn, put those cards into your hand.",0,"+1 Acción\nEliminar una cartuna de tu mano. Per $1 it costs, apartuna una cartuna de tu mazo face down (en this). At el  start de tu próximo turno, put those cartas en tu mano."
Silk Merchant,Renaissance,Action,1,$4,"+2 Cards\n+1 Buy\dWhen you gain or trash this, +1 Coffers and +1 Villager.",0,"+2 Cartas\n+1 Compra\dWhen tú ganuna o eliminar this, +1 Cdefers y +1 Villager."
Old Witch,Renaissance,Action-Attack,1,$5,+3 Cards\nEach other player gains a Curse and may trash a Curse from their hand.,0,+3 Cartas\nEach oel r player ganas una Maldición y may eliminar una Maldición de el ir mano.
Recruiter,Renaissance,Action,1,$5,+2 Cards\nTrash a card from your hand. +1 Villager per $1 it costs.,0,+2 Cartas\nEliminar una cartuna de tu mano. +1 Villager per $1 it costs.
Scepter,Renaissance,Treasure,1,$5,"When you play this, chose one: +$2; or replay an Action card you played this turn thats still in play.",0,"Cuyo juegas esa, chose ene: +2; o replay an cartuna de Acción tú played este turno thats still in play."
Scholar,Renaissance,Action,1,$5,Discard your hand.\n+7 Cards.,0,Descartuna tu mano.\n+7 Cartas.
Sculptor,Renaissance,Action,1,$5,"Gain a card to your hand costing up to $4. If its a Treasure, +1 Villager.",0,"Ganuna una cartuna a tu mano costing up a $4. If its una Tesoo, +1 Villager."
Seer,Renaissance,Action,1,$5,+1 Card\n+1 Action\nReveal the top 3 cards of your deck. Put the ones costing from $2 to $4 into your hand. Put the rest back in any order.,0,+1 Carta\n+1 Acción\nReveluna el  3 cartas superioes de tu mazo. Put el  enes costing de $2 a $4 en tu mano. Put el  rest back in any oder.
Spices,Renaissance,Treasure,1,$5,"$2\n+1 Buy\dWhen you gain this, +2 Coffers.",0,"$2\n+1 Compra\dCuyo ganas esa, +2 Cdefers."
Swashbuckler,Renaissance,Action,1,$5,"+3 Cards\nIf your discard pile has any cards in it: +1 Coffers, then if you have at least 4 Coffers tokens, take the Treasure Chest.",0,"+3 Cartas\nIf tu descartuna pile has any cartas in it: +1 Cdefers, luego if tú have at least 4 Cdefers akens, take el  Tesoo Chest."
Treasurer,Renaissance,Action,1,$5,+$3\nChoose one: Trash a Treasure from your hand; or gain a Treasure from the trash to your hand; or take the Key.,0,+3\nElige una: Eliminar una Tesoo de tu mano; o ganuna una Tesoo de el  eliminar a tu mano; o take el  Key.
Villain,Renaissance,Action-Attack,1,$5,+2 Coffers\nEach other player with 5 or more cards in hand discards one costing $2 or more (or reveals they cant).,0,+2 Cdefers\nEach oel r player cen 5 o moe cartas in mano descartas ene costing $2 o moe (o revelas el y cant).
Flag,Renaissance,Artifact,0,0,"When drawing your hand, +1 Card.",0,"When robaing tu mano, +1 Carta."
Horn,Renaissance,Artifact,0,0,"Once per turn, when you discard a Border Guard from play, you may put it onto your deck.",0,"Once per turn, when tú descartuna una Boder Guard de play, puedes put it en tu mazo."
Key,Renaissance,Artifact,0,0,"At the start of your turn, +$1.",0,"Al comienzo de tu turno, +1."
Lantern,Renaissance,Artifact,0,0,Your Border Guards reveal 3 cards and discard 2. (It takes all 3 being Actions to take the Horn.),0,Túr Boder Guards reveluna 3 cartas y descartuna 2. (It takes all 3 being Accións a take el  Hen.)
Treasure Chest,Renaissance,Artifact,0,0,"At the start of your Buy phase, gain a Gold.",0,"At el  start de tu Buy phase, ganuna una Oro."
Cathedral,Renaissance,Project,0,$3,"At the start of your turn, trash a card from your hand.",0,"Al comienzo de tu turno, eliminar una cartuna de tu mano."
City Gate,Renaissance,Project,0,$3,"At the start of your turn, +1 Card, then put a card from your hand onto your deck.",0,"Al comienzo de tu turno, +1 Carta, luego put una cartuna de tu mano en tu mazo."
Pageant,Renaissance,Project,0,$3,"At the end of your Buy phase, you may pay $1 for +1 Coffers.",0,"At el  end de tu Buy phase, puedes pay $1 po +1 Cdefers."
Sewers,Renaissance,Project,0,$3,"When you trash a card other than with this, you may trash a card from your hand.",0,"When tú eliminar una cartuna oel r than cen this, puedes eliminar una cartuna de tu mano."
Start Chart,Renaissance,Project,0,$3,"When you shuffle, you may pick one of the cards to go on top.",0,"When tú shuffle, puedes pick ene de el  cartas a go en ap."
Exploration,Renaissance,Project,0,$4,"At the end of your Buy phase, if you didnt buy any cards, +1 Coffers and +1 Villager.",0,"At el  end de tu Buy phase, if tú didnt buy any cartas, +1 Cdefers y +1 Villager."
Fair,Renaissance,Project,0,$4,"At the start of your turn, +1 Buy.",0,"Al comienzo de tu turno, +1 Compra."
Silos,Renaissance,Project,0,$4,"At the start of your turn, discard any number of Coppers, revealed, and draw that many cards.",0,"Al comienzo de tu turno, descartuna any number de Cobres, revelada, y robuna that many cartas."
Sinister Plot,Renaissance,Project,0,$4,"At the start of your turn, add a token here, or remove your tokens here for +1 Card each.",0,"Al comienzo de tu turno, add una aken here, o remove tu akens here po +1 Cartuna each."
Academy,Renaissance,Project,0,$5,"When you gain an Action card, +1 Villager.",0,"When tú ganuna an cartuna de Acción, +1 Villager."
Capitalism,Renaissance,Project,0,$5,"During your turns, Actions with +$ amounts in their text are also Treasures.",0,"During tu turns, Accións cen +$ amounts in el ir text are also Tesoos."
Fleet,Renaissance,Project,0,$5,"After the game ends, theres an extra round of turns just for players with this.",0,"After el  game ends, el res an extruna round de turns just po players cen this."
Guildhall,Renaissance,Project,0,$5,"When you gain a Treasure, +1 Coffers.",0,"When tú ganuna una Tesoo, +1 Cdefers."
Piazza,Renaissance,Project,0,$5,"At the start of your turn, reveal the top card of your deck. If its an Action, play it.",0,"Al comienzo de tu turno, reveluna el  cartuna superio de tu mazo. If its an Acción, play it."
Road Network,Renaissance,Project,0,$5,"When another player gains a Victory card, +1 Card.",0,"When anoel r player ganas una cartuna de Vicaia, +1 Carta."
Barracks,Renaissance,Project,0,$6,"At the start of your turn, +1 Action.",0,"Al comienzo de tu turno, +1 Acción."
Crop Rotation,Renaissance,Project,0,$6,"At the start of your turn, you may discard a Victory card for +2 Cards.",0,"Al comienzo de tu turno, puedes descartuna una cartuna de Vicaiuna po +2 Cartas."
Innovation,Renaissance,Project,0,$6,"The first time you gain an Action card in each of your turns, you may set it aside. If you do, play it.",0,"El  first time tú ganuna an cartuna de Acción in each de tu turns, puedes apártala. Si lo haces, play it."
Canal,Renaissance,Project,0,$7,"During your turns, cards cost $1 less, but not less than $0.",0,"During tu turns, cartas cost $1 less, but not less than $0."
Citadel,Renaissance,Project,0,$8,"The first time you play an Action card during each of your turns, play it again afterwards.",0,"El  first time tú play an cartuna de Acción during each de tu turns, play it aganuna afterwards."
